t,EnsembleEAnnealingUpdateAll,eAnnealing,Naive3,eGreedy0.1,EnsembleEAnnealing,EnsembleSoftmax,Softmax0.1,Random,EXP30.5,UCB1,EnsembleRandom,
18500,,0.0000027182,0.0000029081,0.0000029135,0.0000117438,0.0000617080,0.0001108537,0.0000025918,0.0000025331,0.0000000000,0.0000085021,
18600,,0.0000027534,0.0000028357,0.0000029156,0.0000118403,0.0000614428,0.0001105462,0.0000025818,0.0000024734,0.0000000000,0.0000084547,
18700,,0.0000028060,0.0000029461,0.0000028256,0.0000117117,0.0000612100,0.0001103985,0.0000025608,0.0000024405,0.0000000000,0.0000086010,
18800,,0.0000029008,0.0000029195,0.0000028974,0.0000117785,0.0000613416,0.0001097582,0.0000025190,0.0000024215,0.0000000000,0.0000085540,
18900,,0.0000029291,0.0000028757,0.0000028877,0.0000118485,0.0000604068,0.0001089009,0.0000024869,0.0000024170,0.0000000000,0.0000086200,
19000,,0.0000029715,0.0000027603,0.0000028844,0.0000118026,0.0000600900,0.0001088882,0.0000025211,0.0000023792,0.0000000000,0.0000087691,
19100,,0.0000030907,0.0000027091,0.0000028798,0.0000116165,0.0000596345,0.0001084433,0.0000025076,0.0000023919,0.0000000000,0.0000086116,
19200,,0.0000032007,0.0000026620,0.0000028914,0.0000115826,0.0000595222,0.0001085420,0.0000025116,0.0000023382,0.0000000000,0.0000084952,
19300,,0.0000032874,0.0000025825,0.0000029130,0.0000115267,0.0000588698,0.0001083817,0.0000025551,0.0000023524,0.0000000000,0.0000085947,
19400,,0.0000033747,0.0000026060,0.0000029528,0.0000114871,0.0000584634,0.0001079526,0.0000025705,0.0000023699,0.0000000000,0.0000088737,
19500,,0.0000034761,0.0000025850,0.0000031145,0.0000115793,0.0000578349,0.0001080021,0.0000026033,0.0000022936,0.0000000000,0.0000090262,
19600,,0.0000035176,0.0000025851,0.0000031310,0.0000112922,0.0000578038,0.0001080616,0.0000025908,0.0000022702,0.0000000000,0.0000090190,
19700,,0.0000035035,0.0000025143,0.0000030704,0.0000111940,0.0000573598,0.0001080157,0.0000026297,0.0000022870,0.0000000000,0.0000088054,
19800,,0.0000034296,0.0000024163,0.0000030066,0.0000111161,0.0000572194,0.0001071637,0.0000026395,0.0000023214,0.0000000000,0.0000087574,
19900,,0.0000034243,0.0000023998,0.0000029733,0.0000112207,0.0000570841,0.0001071365,0.0000026267,0.0000023308,0.0000000000,0.0000085887,
20000,,0.0000034407,0.0000023845,0.0000030395,0.0000111856,0.0000567539,0.0001071202,0.0000026883,0.0000022866,0.0000000000,0.0000086610,
20100,,0.0000034111,0.0000022936,0.0000029303,0.0000111402,0.0000563219,0.0001061420,0.0000026522,0.0000022960,0.0000000000,0.0000086762,
20200,,0.0000033704,0.0000022807,0.0000029205,0.0000109760,0.0000556919,0.0001054560,0.0000027274,0.0000022312,0.0000000000,0.0000087443,
20300,,0.0000033050,0.0000022266,0.0000028855,0.0000108496,0.0000554526,0.0001048722,0.0000027071,0.0000022415,0.0000000000,0.0000087149,
20400,,0.0000032435,0.0000021512,0.0000028053,0.0000109551,0.0000553475,0.0001041561,0.0000027272,0.0000022432,0.0000000000,0.0000086303,
20500,,0.0000032489,0.0000020591,0.0000027203,0.0000107823,0.0000552398,0.0001036437,0.0000028476,0.0000022843,0.0000000000,0.0000086624,
20600,,0.0000032105,0.0000019839,0.0000027418,0.0000106613,0.0000552850,0.0001033969,0.0000028304,0.0000022932,0.0000000000,0.0000086261,
20700,,0.0000032634,0.0000019736,0.0000026905,0.0000105201,0.0000550619,0.0001029220,0.0000029125,0.0000022989,0.0000000000,0.0000086097,
20800,,0.0000032741,0.0000019096,0.0000026086,0.0000105274,0.0000548269,0.0001020097,0.0000029335,0.0000023136,0.0000000000,0.0000085265,
20900,,0.0000033808,0.0000018894,0.0000026418,0.0000107491,0.0000546422,0.0001016500,0.0000029074,0.0000023273,0.0000000000,0.0000086515,
21000,,0.0000035005,0.0000019845,0.0000028046,0.0000108702,0.0000546765,0.0001016684,0.0000029839,0.0000023379,0.0000000000,0.0000087337,
21100,,0.0000036740,0.0000019959,0.0000029069,0.0000107101,0.0000545378,0.0001014907,0.0000030289,0.0000023188,0.0000000000,0.0000087118,
21200,,0.0000037936,0.0000020320,0.0000029512,0.0000107504,0.0000543863,0.0001013347,0.0000030479,0.0000022406,0.0000000000,0.0000086823,
21300,,0.0000037113,0.0000020549,0.0000028954,0.0000107166,0.0000538839,0.0001012487,0.0000030520,0.0000022399,0.0000000000,0.0000086565,
21400,,0.0000036940,0.0000021188,0.0000028844,0.0000105694,0.0000537006,0.0001013619,0.0000030791,0.0000022231,0.0000000000,0.0000085726,
21500,,0.0000037223,0.0000021024,0.0000028822,0.0000106414,0.0000534188,0.0001009324,0.0000030289,0.0000022162,0.0000000000,0.0000084694,
21600,,0.0000037552,0.0000021119,0.0000028110,0.0000105877,0.0000531932,0.0001008135,0.0000030812,0.0000022154,0.0000000000,0.0000086706,
21700,,0.0000037483,0.0000021182,0.0000028316,0.0000105998,0.0000526435,0.0001000103,0.0000030986,0.0000022224,0.0000000000,0.0000086306,
21800,,0.0000037451,0.0000021303,0.0000028781,0.0000104682,0.0000524157,0.0000996494,0.0000031706,0.0000022139,0.0000000000,0.0000085838,
21900,,0.0000038042,0.0000021588,0.0000029531,0.0000101971,0.0000522076,0.0000999623,0.0000032073,0.0000021785,0.0000000000,0.0000083982,
22000,,0.0000039404,0.0000021823,0.0000029985,0.0000101276,0.0000518282,0.0000995442,0.0000031975,0.0000022130,0.0000000000,0.0000083691,
22100,,0.0000040137,0.0000021912,0.0000029696,0.0000100657,0.0000517439,0.0000995895,0.0000031694,0.0000022193,0.0000000000,0.0000084123,
22200,,0.0000040534,0.0000022387,0.0000029969,0.0000099818,0.0000517686,0.0000995018,0.0000031828,0.0000022067,0.0000000000,0.0000083010,
22300,,0.0000041266,0.0000023143,0.0000030145,0.0000101054,0.0000516464,0.0000991861,0.0000033101,0.0000021736,0.0000000000,0.0000081960,
22400,,0.0000040875,0.0000023049,0.0000030176,0.0000100641,0.0000513768,0.0000989449,0.0000033168,0.0000021645,0.0000000000,0.0000082590,
22500,,0.0000040712,0.0000023554,0.0000030030,0.0000100859,0.0000510576,0.0000989538,0.0000033187,0.0000021061,0.0000000000,0.0000082536,
22600,,0.0000040202,0.0000023000,0.0000029685,0.0000101330,0.0000506960,0.0000983569,0.0000033796,0.0000020843,0.0000000000,0.0000082079,
22700,,0.0000039765,0.0000023073,0.0000028874,0.0000100676,0.0000505037,0.0000977830,0.0000034590,0.0000020671,0.0000000000,0.0000081667,
22800,,0.0000037927,0.0000022240,0.0000027984,0.0000101066,0.0000504444,0.0000975970,0.0000036098,0.0000020341,0.0000000000,0.0000081074,
22900,,0.0000036816,0.0000021301,0.0000027469,0.0000102917,0.0000504859,0.0000976589,0.0000035830,0.0000020310,0.0000000000,0.0000080846,
23000,,0.0000035551,0.0000021022,0.0000026843,0.0000102741,0.0000501289,0.0000979176,0.0000036294,0.0000020624,0.0000000000,0.0000081595,
23100,,0.0000034962,0.0000020023,0.0000026345,0.0000102629,0.0000501792,0.0000975481,0.0000036446,0.0000020534,0.0000000000,0.0000080515,
23200,,0.0000034361,0.0000018761,0.0000026710,0.0000101140,0.0000497953,0.0000975253,0.0000037412,0.0000020041,0.0000000000,0.0000080046,
23300,,0.0000034183,0.0000018011,0.0000026058,0.0000100411,0.0000493406,0.0000971851,0.0000037210,0.0000019769,0.0000000000,0.0000078999,
23400,,0.0000034551,0.0000017434,0.0000025966,0.0000101047,0.0000492998,0.0000968382,0.0000037734,0.0000019620,0.0000000000,0.0000081512,
23500,,0.0000034158,0.0000017604,0.0000025768,0.0000099992,0.0000489592,0.0000966763,0.0000038375,0.0000019033,0.0000000000,0.0000080356,
23600,,0.0000034226,0.0000017378,0.0000025542,0.0000098618,0.0000487202,0.0000964656,0.0000038362,0.0000018575,0.0000000000,0.0000079777,
23700,,0.0000032999,0.0000016875,0.0000024977,0.0000097293,0.0000487841,0.0000966897,0.0000038866,0.0000018663,0.0000000000,0.0000079970,
23800,,0.0000032895,0.0000016853,0.0000024475,0.0000095459,0.0000486710,0.0000965170,0.0000039234,0.0000018357,0.0000000000,0.0000079779,
23900,,0.0000032849,0.0000016437,0.0000024131,0.0000095979,0.0000484323,0.0000965474,0.0000039847,0.0000018478,0.0000000000,0.0000079113,
24000,,0.0000032414,0.0000016222,0.0000023807,0.0000093857,0.0000482463,0.0000965160,0.0000040423,0.0000018909,0.0000000000,0.0000079670,
24100,,0.0000031705,0.0000016240,0.0000023777,0.0000093369,0.0000481066,0.0000966015,0.0000040638,0.0000019220,0.0000000000,0.0000079955,
24200,,0.0000032266,0.0000016169,0.0000023516,0.0000093974,0.0000480153,0.0000966759,0.0000041027,0.0000019257,0.0000000000,0.0000080496,
24300,,0.0000030328,0.0000016043,0.0000023328,0.0000092991,0.0000476804,0.0000969716,0.0000041488,0.0000019086,0.0000000000,0.0000081229,
24400,,0.0000028897,0.0000015243,0.0000022301,0.0000091130,0.0000473361,0.0000964405,0.0000041670,0.0000019401,0.0000000000,0.0000080600,
24500,,0.0000028185,0.0000014276,0.0000022326,0.0000092551,0.0000473881,0.0000965229,0.0000042694,0.0000019521,0.0000000000,0.0000080736,
24600,,0.0000027970,0.0000013805,0.0000021598,0.0000092084,0.0000474356,0.0000963628,0.0000042684,0.0000019339,0.0000000000,0.0000082137,
24700,,0.0000027191,0.0000014086,0.0000021068,0.0000092855,0.0000473033,0.0000963692,0.0000041983,0.0000019104,0.0000000000,0.0000080926,
24800,,0.0000028027,0.0000015245,0.0000021357,0.0000094360,0.0000473385,0.0000961572,0.0000042129,0.0000019378,0.0000000000,0.0000079178,
24900,,0.0000027924,0.0000016057,0.0000021583,0.0000094550,0.0000475234,0.0000959025,0.0000041723,0.0000018963,0.0000000000,0.0000079277,
25000,,0.0000028123,0.0000016876,0.0000021848,0.0000094213,0.0000473661,0.0000960665,0.0000042101,0.0000018867,0.0000000000,0.0000078946,
25100,,0.0000027494,0.0000017577,0.0000021772,0.0000094528,0.0000473776,0.0000961935,0.0000042340,0.0000018888,0.0000000000,0.0000079794,
25200,,0.0000027378,0.0000018340,0.0000021923,0.0000094011,0.0000476533,0.0000965317,0.0000043301,0.0000018968,0.0000000000,0.0000080288,
25300,,0.0000027618,0.0000018835,0.0000021897,0.0000095991,0.0000476520,0.0000967188,0.0000042991,0.0000018903,0.0000000000,0.0000081489,
25400,,0.0000027599,0.0000018537,0.0000021453,0.0000095802,0.0000475967,0.0000968828,0.0000042705,0.0000019328,0.0000000000,0.0000081435,
25500,,0.0000027716,0.0000019155,0.0000021721,0.0000095245,0.0000478367,0.0000969501,0.0000042555,0.0000019398,0.0000000000,0.0000082297,
25600,,0.0000027978,0.0000020033,0.0000022033,0.0000094666,0.0000475285,0.0000971942,0.0000043193,0.0000019083,0.0000000000,0.0000081373,
25700,,0.0000028573,0.0000020175,0.0000022453,0.0000096264,0.0000474751,0.0000971864,0.0000044291,0.0000019059,0.0000000000,0.0000081816,
25800,,0.0000028721,0.0000020554,0.0000022150,0.0000096801,0.0000471590,0.0000974269,0.0000044682,0.0000018511,0.0000000000,0.0000083131,
25900,,0.0000029797,0.0000020623,0.0000022056,0.0000096687,0.0000470674,0.0000972440,0.0000044713,0.0000018669,0.0000000000,0.0000083331,
26000,,0.0000029241,0.0000021152,0.0000022113,0.0000093895,0.0000468356,0.0000970302,0.0000044897,0.0000018824,0.0000000000,0.0000082665,
26100,,0.0000029240,0.0000021350,0.0000022325,0.0000095453,0.0000470723,0.0000968507,0.0000044293,0.0000019119,0.0000000000,0.0000081487,
26200,,0.0000028742,0.0000020795,0.0000022043,0.0000095328,0.0000470648,0.0000965270,0.0000044714,0.0000019263,0.0000000000,0.0000082345,
26300,,0.0000027873,0.0000020283,0.0000021712,0.0000095043,0.0000469475,0.0000961014,0.0000043968,0.0000019152,0.0000000000,0.0000081720,
26400,,0.0000026885,0.0000020068,0.0000020852,0.0000095475,0.0000471153,0.0000961624,0.0000043448,0.0000018897,0.0000000000,0.0000080994,
26500,,0.0000027275,0.0000018880,0.0000020240,0.0000094888,0.0000468231,0.0000963334,0.0000043703,0.0000019694,0.0000000000,0.0000081718,
26600,,0.0000026981,0.0000018705,0.0000019756,0.0000094223,0.0000468370,0.0000961449,0.0000043964,0.0000019981,0.0000000000,0.0000081939,
26700,,0.0000026299,0.0000018261,0.0000019623,0.0000094087,0.0000468114,0.0000957995,0.0000044580,0.0000020162,0.0000000000,0.0000081775,
26800,,0.0000025841,0.0000018031,0.0000019276,0.0000092924,0.0000468651,0.0000958945,0.0000044875,0.0000020591,0.0000000000,0.0000080356,
26900,,0.0000025703,0.0000018174,0.0000018567,0.0000091227,0.0000470557,0.0000961106,0.0000044987,0.0000020831,0.0000000000,0.0000079838,
27000,,0.0000024843,0.0000018924,0.0000018328,0.0000093294,0.0000472024,0.0000959654,0.0000045448,0.0000020916,0.0000000000,0.0000080155,
27100,,0.0000025480,0.0000019690,0.0000018550,0.0000094222,0.0000473829,0.0000961598,0.0000045290,0.0000021118,0.0000000000,0.0000078853,
27200,,0.0000026359,0.0000020457,0.0000018546,0.0000093434,0.0000476734,0.0000959406,0.0000045592,0.0000020928,0.0000000000,0.0000078767,
27300,,0.0000026709,0.0000021302,0.0000019453,0.0000094497,0.0000477777,0.0000960085,0.0000046118,0.0000020604,0.0000000000,0.0000079442,
27400,,0.0000027164,0.0000022500,0.0000020087,0.0000094462,0.0000477722,0.0000957856,0.0000047098,0.0000020516,0.0000000000,0.0000079793,
27500,,0.0000027015,0.0000023275,0.0000020268,0.0000094677,0.0000477853,0.0000958377,0.0000046824,0.0000020156,0.0000000000,0.0000079685,
27600,,0.0000026796,0.0000024882,0.0000020225,0.0000094216,0.0000479086,0.0000956888,0.0000047932,0.0000019734,0.0000000000,0.0000078996,
27700,,0.0000027198,0.0000024620,0.0000019849,0.0000095216,0.0000479960,0.0000959167,0.0000049256,0.0000019479,0.0000000000,0.0000077146,
27800,,0.0000027270,0.0000025012,0.0000019352,0.0000094717,0.0000481427,0.0000957440,0.0000048879,0.0000019289,0.0000000000,0.0000077983,
27900,,0.0000027144,0.0000024853,0.0000019501,0.0000095084,0.0000481682,0.0000957603,0.0000048873,0.0000018784,0.0000000000,0.0000078622,
28000,,0.0000027129,0.0000025203,0.0000019729,0.0000094831,0.0000480118,0.0000961221,0.0000048683,0.0000019365,0.0000000000,0.0000078609,
28100,,0.0000026799,0.0000025760,0.0000019603,0.0000094643,0.0000479960,0.0000962103,0.0000049079,0.0000019458,0.0000000000,0.0000078961,
28200,,0.0000027087,0.0000025924,0.0000019500,0.0000092947,0.0000481247,0.0000961161,0.0000049471,0.0000018804,0.0000000000,0.0000078143,
28300,,0.0000026779,0.0000026894,0.0000019468,0.0000093910,0.0000480436,0.0000957880,0.0000049207,0.0000018888,0.0000000000,0.0000078687,
28400,,0.0000026966,0.0000026973,0.0000019660,0.0000092601,0.0000479537,0.0000957202,0.0000049839,0.0000018823,0.0000000000,0.0000078721,
28500,,0.0000027346,0.0000028167,0.0000020447,0.0000092703,0.0000479005,0.0000955742,0.0000049914,0.0000019140,0.0000000000,0.0000075957,
28600,,0.0000027683,0.0000028889,0.0000020988,0.0000092151,0.0000478306,0.0000956121,0.0000050174,0.0000019020,0.0000000000,0.0000075810,
28700,,0.0000027685,0.0000030099,0.0000021368,0.0000092829,0.0000479575,0.0000956870,0.0000050443,0.0000019298,0.0000000000,0.0000075749,
28800,,0.0000027887,0.0000030869,0.0000021736,0.0000092315,0.0000479039,0.0000955895,0.0000050762,0.0000018999,0.0000000000,0.0000076705,
28900,,0.0000027851,0.0000031911,0.0000022389,0.0000091696,0.0000479604,0.0000957893,0.0000050559,0.0000018871,0.0000000000,0.0000076906,
29000,,0.0000027730,0.0000032159,0.0000022271,0.0000091489,0.0000479473,0.0000959433,0.0000050500,0.0000018995,0.0000000000,0.0000076827,
29100,,0.0000027906,0.0000032359,0.0000022850,0.0000091821,0.0000479676,0.0000959970,0.0000050972,0.0000018692,0.0000000000,0.0000078456,
29200,,0.0000028160,0.0000032805,0.0000022958,0.0000092602,0.0000480753,0.0000961535,0.0000050995,0.0000018667,0.0000000000,0.0000078049,
29300,,0.0000028083,0.0000032462,0.0000022256,0.0000091598,0.0000480786,0.0000960629,0.0000051348,0.0000018045,0.0000000000,0.0000079354,
29400,,0.0000027772,0.0000032059,0.0000021859,0.0000090759,0.0000480076,0.0000960552,0.0000051277,0.0000017645,0.0000000000,0.0000079832,
29500,,0.0000027138,0.0000031718,0.0000021529,0.0000089125,0.0000478665,0.0000966792,0.0000051423,0.0000017833,0.0000000000,0.0000079566,
29600,,0.0000026510,0.0000032116,0.0000021277,0.0000086531,0.0000475492,0.0000966683,0.0000051252,0.0000017919,0.0000000000,0.0000079748,
29700,,0.0000026131,0.0000032963,0.0000021189,0.0000088491,0.0000474919,0.0000967887,0.0000050981,0.0000017358,0.0000000000,0.0000076977,
29800,,0.0000026174,0.0000032696,0.0000021005,0.0000089268,0.0000474743,0.0000967821,0.0000050787,0.0000017533,0.0000000000,0.0000076985,
29900,,0.0000026134,0.0000033486,0.0000021197,0.0000087496,0.0000476519,0.0000968531,0.0000050443,0.0000017771,0.0000000000,0.0000077521,
30000,,0.0000025744,0.0000033937,0.0000021164,0.0000087065,0.0000476318,0.0000969764,0.0000050852,0.0000017448,0.0000000000,0.0000075838,
30100,,0.0000026306,0.0000033952,0.0000021692,0.0000087505,0.0000475848,0.0000967921,0.0000051011,0.0000017328,0.0000000000,0.0000075857,
30200,,0.0000026788,0.0000034685,0.0000021939,0.0000088106,0.0000476499,0.0000967219,0.0000051418,0.0000017663,0.0000000000,0.0000076266,
30300,,0.0000027573,0.0000035662,0.0000023001,0.0000087807,0.0000477041,0.0000967790,0.0000051111,0.0000017963,0.0000000000,0.0000075201,
30400,,0.0000027692,0.0000037383,0.0000023925,0.0000088502,0.0000474767,0.0000966838,0.0000051472,0.0000017895,0.0000000000,0.0000075508,
30500,,0.0000027742,0.0000038699,0.0000024444,0.0000088568,0.0000471698,0.0000967544,0.0000051523,0.0000018096,0.0000000000,0.0000075700,
30600,,0.0000028123,0.0000040442,0.0000024976,0.0000088355,0.0000474268,0.0000968333,0.0000052215,0.0000017864,0.0000000000,0.0000075647,
30700,,0.0000028248,0.0000041236,0.0000024814,0.0000088744,0.0000475342,0.0000966708,0.0000053227,0.0000018252,0.0000000000,0.0000076448,
30800,,0.0000028291,0.0000041074,0.0000024459,0.0000088961,0.0000477248,0.0000968522,0.0000053076,0.0000018333,0.0000000000,0.0000076872,
30900,,0.0000028480,0.0000041442,0.0000024303,0.0000090036,0.0000477246,0.0000970997,0.0000053107,0.0000018376,0.0000000000,0.0000077833,
31000,,0.0000028635,0.0000041295,0.0000024642,0.0000090340,0.0000475902,0.0000972866,0.0000052850,0.0000018371,0.0000000000,0.0000078857,
31100,,0.0000028856,0.0000040693,0.0000025143,0.0000090467,0.0000477284,0.0000973197,0.0000053385,0.0000018208,0.0000000000,0.0000079356,
31200,,0.0000029418,0.0000041084,0.0000025371,0.0000090152,0.0000478138,0.0000971772,0.0000053717,0.0000017804,0.0000000000,0.0000078535,
31300,,0.0000029685,0.0000042002,0.0000026198,0.0000090256,0.0000478215,0.0000974000,0.0000054086,0.0000017609,0.0000000000,0.0000078881,
31400,,0.0000029899,0.0000042190,0.0000026866,0.0000091522,0.0000480568,0.0000975367,0.0000054764,0.0000017798,0.0000000000,0.0000079030,
31500,,0.0000029862,0.0000042952,0.0000026969,0.0000091692,0.0000484415,0.0000975295,0.0000054622,0.0000017963,0.0000000000,0.0000078670,
31600,,0.0000029549,0.0000043167,0.0000026898,0.0000090336,0.0000481652,0.0000977355,0.0000054383,0.0000017990,0.0000000000,0.0000079754,
31700,,0.0000029334,0.0000043600,0.0000026371,0.0000090817,0.0000482018,0.0000981433,0.0000054707,0.0000018121,0.0000000000,0.0000078824,
31800,,0.0000029202,0.0000041966,0.0000026133,0.0000090448,0.0000480472,0.0000985710,0.0000054425,0.0000018328,0.0000000000,0.0000078373,
31900,,0.0000028991,0.0000041924,0.0000026589,0.0000090498,0.0000479124,0.0000987412,0.0000054769,0.0000017870,0.0000000000,0.0000078639,
32000,,0.0000029349,0.0000041752,0.0000026824,0.0000089106,0.0000477544,0.0000984653,0.0000054736,0.0000017921,0.0000000000,0.0000078529,
32100,,0.0000029144,0.0000042417,0.0000026384,0.0000089332,0.0000478389,0.0000982585,0.0000054781,0.0000017352,0.0000000000,0.0000078977,
32200,,0.0000028997,0.0000044367,0.0000026784,0.0000089347,0.0000477239,0.0000984246,0.0000055064,0.0000017098,0.0000000000,0.0000078957,
32300,,0.0000028764,0.0000046183,0.0000026817,0.0000089115,0.0000479387,0.0000986181,0.0000055485,0.0000017351,0.0000000000,0.0000077763,
32400,,0.0000028683,0.0000045725,0.0000026169,0.0000090767,0.0000482804,0.0000988255,0.0000055440,0.0000017294,0.0000000000,0.0000077302,
32500,,0.0000028314,0.0000045216,0.0000025998,0.0000090875,0.0000484204,0.0000986605,0.0000056115,0.0000017733,0.0000000000,0.0000078289,
32600,,0.0000027284,0.0000044890,0.0000025538,0.0000090331,0.0000488235,0.0000986361,0.0000056404,0.0000017636,0.0000000000,0.0000079477,
